ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
354	10120	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
355	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
356	26	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
357	1398	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
358	32	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
359	9305	1	0	1.007630	0.000000	0.000000	0.000000	0.000000	2	0	0
360	7700	1	2	1.010649	0.000000	0.000000	0.000000	0.000000	4	0	0
361	3	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
362	5	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
363	6	1	3	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
364	355	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
365	60	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
366	4920	1	2	1.043496	0.000000	0.000000	0.000000	0.000000	2	0	0
367	2911	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
368	185	1	2	1.118919	0.000000	0.000000	0.000000	0.000000	2	0	0
369	2254	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
370	40	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
371	9434	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
372	3	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
373	26	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
374	287	2	1	1.128920	0.000000	0.000000	0.000000	0.000000	2	0	0
375	143	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
376	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
377	221	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
378	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
379	386	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
380	13	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
381	163	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
382	15923	2	0	1.004459	0.000000	0.000000	0.000000	0.000000	2	0	0
383	85	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
384	131	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
385	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
386	7577	0	1	1.012406	0.000000	0.000000	0.000000	0.000000	3	0	0
387	460	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
388	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
389	59	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
390	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
391	49	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
392	24	1	2	1.500000	0.000000	0.000000	0.000000	0.000000	2	0	0
393	59	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
394	49	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
395	1698	1	0	1.041814	0.000000	0.000000	0.000000	0.000000	2	0	0
396	18	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
397	73	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
398	4	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
399	10	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
400	93	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
401	34	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
402	390	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
403	2527	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
404	320	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
405	2626	2	2	1.002285	0.000000	0.000000	0.000000	0.000000	3	0	0
406	8206	0	1	1.008652	0.000000	0.000000	0.000000	0.000000	2	0	0
407	7548	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
408	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
409	5097	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
410	49	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
411	11	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
412	37	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
413	3	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
414	608	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
415	4528	1	2	1.000442	0.000000	0.000000	0.000000	0.000000	2	0	0
416	10	1	2	1.100000	0.000000	0.000000	0.000000	0.000000	2	0	0
417	3746	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
418	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
419	81	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
420	2888	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
421	7555	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
422	9068	1	0	1.007830	0.000000	0.000000	0.000000	0.000000	2	0	0
423	2516	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
424	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
425	12828	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
426	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
427	74	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
428	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
429	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
430	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
431	161	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
432	38	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
433	65	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
434	16981	1	0	1.004181	0.000000	0.000000	0.000000	0.000000	2	0	0
435	11880	2	0	1.006061	0.000000	0.000000	0.000000	0.000000	3	0	0
436	368	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
437	873	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
438	6172	2	2	1.019119	0.000000	0.000000	0.000000	0.000000	4	0	0
439	125	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
440	6382	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
441	62	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
442	47	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
443	52	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
444	157	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
445	187	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
446	11	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
447	101	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
448	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
449	37	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
450	9112	1	2	1.015584	0.000000	0.000000	0.000000	0.000000	3	0	0
451	4384	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
452	65	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
453	22	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
454	125	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
455	106	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
456	77	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
457	71	0	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
458	128	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
459	651	1	2	1.010753	0.000000	0.000000	0.000000	0.000000	2	0	0
460	35	1	2	1.200000	0.000000	0.000000	0.000000	0.000000	2	0	0
461	2503	2	0	1.028765	0.000000	0.000000	0.000000	0.000000	2	0	0
462	154	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
463	100	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
464	86	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
465	12742	1	2	1.018678	0.000000	0.000000	0.000000	0.000000	5	0	0
466	7675	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
467	57	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
468	131	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
469	71	0	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
470	976	1	0	1.001025	0.000000	0.000000	0.000000	0.000000	2	0	0
471	1	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
472	1	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
473	12	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
474	1	2	2	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
475	9	2	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
476	46	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
477	7	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
478	61	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
479	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
480	2776	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
481	36	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
482	1829	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
483	4428	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
484	7	2	2	6.000000	0.000000	0.000000	0.000000	0.000000	6	0	0
485	5	1	1	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
486	3715	1	1	1.019112	0.000000	0.000000	0.000000	0.000000	2	0	0
487	8928	0	0	1.007953	0.000000	0.000000	0.000000	0.000000	2	0	0
488	166	1	2	1.006024	0.000000	0.000000	0.000000	0.000000	2	0	0
489	33	1	1	1.030303	0.000000	0.000000	0.000000	0.000000	2	0	0
490	216	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
491	12	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
492	4	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
493	8	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
494	4	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
495	5	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
496	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
497	19	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
498	10	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
499	4318	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
500	4	2	1	14.000000	0.000000	0.000000	0.000000	0.000000	14	0	0
501	10	1	1	13.000000	0.000000	0.000000	0.000000	0.000000	13	0	0
502	863	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
503	1	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
504	162	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
505	7	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
506	311	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
507	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
508	146	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
509	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
510	1193	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
511	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
512	110	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
513	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
514	2226	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
515	16	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
516	275	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
517	4551	2	0	1.015601	0.000000	0.000000	0.000000	0.000000	2	0	0
518	56	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
519	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
520	38	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
521	87	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
522	1	1	3	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
523	634	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
524	22	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
525	1	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
526	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
527	3344	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
528	45	1	2	1.200000	0.000000	0.000000	0.000000	0.000000	2	0	0
529	4957	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
530	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
531	27	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
532	5	2	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
533	66	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
534	14	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
535	22	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
536	5133	1	1	1.013832	0.000000	0.000000	0.000000	0.000000	2	0	0
537	434	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
538	157	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
539	2594	1	2	1.050116	0.000000	0.000000	0.000000	0.000000	2	0	0
540	40	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
541	38	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
542	4836	1	0	1.014682	0.000000	0.000000	0.000000	0.000000	2	0	0
543	1812	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
544	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
545	2827	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
546	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
547	323	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
548	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
549	313	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
550	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
551	4019	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
552	10	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
553	368	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
554	1152	0	1	1.061632	0.000000	0.000000	0.000000	0.000000	2	0	0
555	2488	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
556	27	1	2	1.037037	0.000000	0.000000	0.000000	0.000000	2	0	0
557	6	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
558	30	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
559	3	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
560	343	2	0	1.206997	0.000000	0.000000	0.000000	0.000000	2	0	0
561	47	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
562	55	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
563	333	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
564	6	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
565	125	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
566	190	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
567	65	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
568	7	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
569	541	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
570	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
571	59	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
572	2	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
573	71	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
574	96	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
575	274	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
576	11	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
577	101	0	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
578	83	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
579	86	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
580	5198	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
581	3	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
582	1	1	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
583	1	1	2	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
584	11	2	1	6.000000	0.000000	0.000000	0.000000	0.000000	6	0	0
585	2	3	1	5.000000	0.000000	0.000000	0.000000	0.000000	5	0	0
586	24	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
587	3	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
588	2	1	3	4.000000	0.000000	0.000000	0.000000	0.000000	4	0	0
589	1	2	3	16.000000	0.000000	0.000000	0.000000	0.000000	16	0	0
590	1	2	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
591	45	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
592	8	2	2	17.000000	0.000000	0.000000	0.000000	0.000000	17	0	0
593	2	1	2	15.000000	0.000000	0.000000	0.000000	0.000000	15	0	0
594	7	2	1	15.000000	0.000000	0.000000	0.000000	0.000000	15	0	0
595	1	1	1	7.000000	0.000000	0.000000	0.000000	0.000000	7	0	0
596	1	2	2	8.000000	0.000000	0.000000	0.000000	0.000000	8	0	0
597	1	2	1	7.000000	0.000000	0.000000	0.000000	0.000000	7	0	0
598	1	3	1	6.000000	0.000000	0.000000	0.000000	0.000000	6	0	0
599	1	2	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
600	1	1	1	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
601	1	3	2	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
602	24	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
603	26	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
604	2209	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
605	8	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
606	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
607	1950	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
608	24	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
609	60	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
610	1	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
611	1	1	2	8.000000	0.000000	0.000000	0.000000	0.000000	8	0	0
612	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
613	5	2	2	7.000000	0.000000	0.000000	0.000000	0.000000	7	0	0
614	6	1	2	7.000000	0.000000	0.000000	0.000000	0.000000	7	0	0
615	4	1	2	7.250000	0.000000	0.000000	0.000000	0.000000	8	0	0
616	1	1	2	9.000000	0.000000	0.000000	0.000000	0.000000	9	0	0
617	9	2	2	10.000000	0.000000	0.000000	0.000000	0.000000	10	0	0
618	1	3	1	9.000000	0.000000	0.000000	0.000000	0.000000	9	0	0
619	97	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
620	7	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
621	29	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
622	46	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
623	38	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
624	1	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
625	87	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
626	97	0	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
627	2050	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
628	112	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
629	799	2	0	1.008761	0.000000	0.000000	0.000000	0.000000	2	0	0
630	88	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
631	133	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
632	224	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
633	4	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
634	41	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
635	22	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
636	86	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
637	61	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
638	152	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
639	82	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
640	80	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
641	97	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
642	251	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
643	1550	0	2	1.045806	0.000000	0.000000	0.000000	0.000000	2	0	0
644	1452	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
645	455	2	1	1.158242	0.000000	0.000000	0.000000	0.000000	2	0	0
646	603	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
647	7	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
648	98	0	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
649	128	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
650	80	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
651	152	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
652	86	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
653	41	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
654	224	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
655	88	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
656	505	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
657	1385	1	0	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
658	45	2	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
659	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
660	609	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
661	98	0	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
662	28	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
663	271	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
664	125	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
665	65	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
666	225	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
667	2	1	2	2.000000	0.000000	0.000000	0.000000	0.000000	2	0	0
668	1	4	4	79.000000	0.000000	0.000000	0.000000	0.000000	79	0	0
669	1	3	1	3.000000	0.000000	0.000000	0.000000	0.000000	3	0	0
670	137	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
671	59	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
672	71	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
673	196	1	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
674	101	0	1	1.000000	0.000000	0.000000	0.000000	0.000000	1	0	0
